Departure Airport Code,Destination Airport Code,Takeoff,Landing,Departure Time,Arrival Time,Total Duration
PVG,AKL,ShanghaiPudongInt'l-PVG,Auckland-AKL,"2023年 06月 20日 (星期二)14:15 CST
				

(准点)","2023年 06月 21日 (星期三)05:45 NZST
					

(准点)",11小时30分
